Paragraph text,Classification_label
"The Prime Minister has also ordered a war room to be convened in the Cabinet Office, featuring a cross-Whitehall team of communications experts to roll out the public information campaign and respond quickly to cross-department issues.","1,0,0,0,0,0,0,1"
"The campaign will launch this week, and will feature posters and social media adverts to reinforce the importance of hand-washing, for 20 seconds or more with water and soap, to prevent the spread of the virus. NHS, Public Health England and Local Authority Public Health teams up and down the country are working tirelessly to support everyone in need of advice, testing or treatment.","0,0,0,0,0,0,0,1"
"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are:
coronavirus to be a standing item on the weekly Cabinet agenda, with the PM continuing to oversee the government approach","1,0,0,0,0,0,0,0"
"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are all DHSC ministers will be involved in the efforts to tackle COVID-19","1,0,0,0,0,0,0,0"
"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are: regular press briefings led by the Secretary of State and Chief Medical Officer Chris Whitty","1,0,0,0,0,0,0,0"
"The new measures, which have been ordered by Downing Street and the Health Secretary as part of the battleplan, are: all departments to designate a junior minister to be responsible for their department’s COVID-19 action, for instance on schools or businesses","1,0,0,0,0,0,0,0"
"Since January, public health teams and world leading scientists have been working round the clock on the COVID-19 response, and government has been working with partners across the country to provide tailored advice to the public, travelers coming into the country and those most at risk from COVID-19.","0,0,0,0,0,0,0,0"
"Public Health England have already concluded over 10,000 tests so far, and all but 23 have been negative. Latest figures are published daily at 2pm.
Expert teams are actively tracing those who have come into contact with a suspected case.","0,0,1,0,0,0,0,0"
"Unless an individual has been contacted already or has travelled to an affected area, they should be reassured it is not necessary for them to take any further action.","0,0,0,0,0,0,0,0"
Further measures expected to be included in upcoming COVID-19 Emergency Bill include an expansion of video hearings in courts and new powers to make it easier for volunteers to support the fight against COVID-19,"0,0,0,0,0,0,0,0"
"Comes as cross-government approach to tackling virus continues to accelerate, including ensuring detailed guidance is in place to help those self-isolating","0,0,1,0,0,0,0,0"
"NHS also announce calls to NHS 111 increase by more than a third compared to same period last year, with 500 extra call staff recruited to handle higher demand","0,0,0,0,0,0,0,0"
"Government has today outlined further detail on proposed measures expected to be included in an upcoming COVID-19 Emergency Bill, as plans continue to accelerate ahead of an expected move from ‘contain’ to ‘delay’.","0,0,0,0,0,0,0,1"
Health Secretary Matt Hancock has outlined how volunteers – who already play a central role in helping the health and social care system function – will be given additional employment safeguards so they can leave their main jobs and temporarily volunteer in the event of a widespread pandemic.,"0,0,0,0,0,0,0,0"
"Around 3 million individuals volunteer in a health, community health and social care setting. In the event of a pandemic, we want to be able to maximise the number of volunteers and the amount of time they can commit to supporting the health and social care system – without fear of them losing their jobs. Under these proposed measures, government will ensure the jobs of skilled, experienced or qualified volunteers are protected for up to four weeks to allow them to shore up resilience across the health and social care systems. As part of this, leading business groups will be consulted thoroughly about how best to implement these changes.","0,0,0,0,0,0,0,0"
"Further proposed measures the government are thought to be considering include allowing certain civil proceedings in the magistrates’ courts to be conducted via telephone or video, as well as the expansion of audio and video live links in various criminal proceedings. The provisions will ensure individuals who may be forced to self-isolate are still able to appeal to a court, while ensuring courts can continue to operate even in the height of an epidemic so that justice is delivered.","1,0,0,0,0,0,0,0"
"Following last week’s announcement that measures will also consider emergency registration of health professionals who have since retired, the Bill will also look at ensuring that any retired staff who return to work in the NHS will not have their pensions negatively impacted.","0,0,0,0,0,0,0,0"
"Health Secretary Matt Hancock said:
We will do all we can to contain coronavirus, but as we know, COVID-19 is spreading across the world, so I want to ensure government is doing everything in its power to be ready to delay and mitigate this threat.","0,0,0,0,0,0,0,1"
"Health Secretary Matt Hancock said: Public safety is my top priority. Responding to coronavirus is a massive national effort and I’m working with colleagues across government to ensure we have a proportionate emergency bill, with the right measures to deal with the impacts of a widespread COVID-19 outbreak.","0,0,0,0,0,0,0,1"
"Health Secretary Matt Hancock said: We plan for the worst and work for the best, and the NHS is working 24/7 to fight this virus. Calls to NHS 111 have increased by more than a third and we have already put in place 500 extra staff to help with this increase. Every person has a role to play in managing the spread of COVID-19 – whether that’s washing your hands more often for 20 seconds or catching your sneezes.","0,0,0,0,0,0,0,1"
